,date,purchases,unique_invoices,unique_streams,total_views,year_month,revenue
529,2019-04-14,0,0,0,0,2019-04,0.0
530,2019-04-15,0,0,0,0,2019-04,0.0
531,2019-04-16,0,0,0,0,2019-04,0.0
532,2019-04-17,0,0,0,0,2019-04,0.0
533,2019-04-18,0,0,0,0,2019-04,0.0
534,2019-04-19,0,0,0,0,2019-04,0.0
535,2019-04-20,0,0,0,0,2019-04,0.0
536,2019-04-21,0,0,0,0,2019-04,0.0
537,2019-04-22,0,0,0,0,2019-04,0.0
538,2019-04-23,0,0,0,0,2019-04,0.0
539,2019-04-24,0,0,0,0,2019-04,0.0
540,2019-04-25,9,1,9,132,2019-04,26.91
541,2019-04-26,0,0,0,0,2019-04,0.0
542,2019-04-27,0,0,0,0,2019-04,0.0
543,2019-04-28,0,0,0,0,2019-04,0.0
544,2019-04-29,0,0,0,0,2019-04,0.0
545,2019-04-30,0,0,0,0,2019-04,0.0
546,2019-05-01,0,0,0,0,2019-05,0.0
547,2019-05-02,0,0,0,0,2019-05,0.0
548,2019-05-03,0,0,0,0,2019-05,0.0
549,2019-05-04,0,0,0,0,2019-05,0.0
550,2019-05-05,0,0,0,0,2019-05,0.0
551,2019-05-06,0,0,0,0,2019-05,0.0
552,2019-05-07,0,0,0,0,2019-05,0.0
553,2019-05-08,9,2,8,125,2019-05,53.35
554,2019-05-09,108,3,106,1263,2019-05,274.65
555,2019-05-10,0,0,0,0,2019-05,0.0
556,2019-05-11,0,0,0,0,2019-05,0.0
557,2019-05-12,0,0,0,0,2019-05,0.0
558,2019-05-13,0,0,0,0,2019-05,0.0
559,2019-05-14,0,0,0,0,2019-05,0.0
560,2019-05-15,5,1,5,63,2019-05,21.68
561,2019-05-16,0,0,0,0,2019-05,0.0
562,2019-05-17,13,1,13,104,2019-05,68.19
563,2019-05-18,0,0,0,0,2019-05,0.0
564,2019-05-19,0,0,0,0,2019-05,0.0
565,2019-05-20,0,0,0,0,2019-05,0.0
566,2019-05-21,0,0,0,0,2019-05,0.0
567,2019-05-22,1,1,1,7,2019-05,1.45
568,2019-05-23,50,1,50,535,2019-05,141.37999999999997
569,2019-05-24,0,0,0,0,2019-05,0.0
570,2019-05-25,0,0,0,0,2019-05,0.0
571,2019-05-26,0,0,0,0,2019-05,0.0
572,2019-05-27,0,0,0,0,2019-05,0.0
573,2019-05-28,29,2,28,205,2019-05,115.59999999999998
574,2019-05-29,26,2,23,309,2019-05,76.63000000000001
575,2019-05-30,0,0,0,0,2019-05,0.0
576,2019-05-31,15,1,15,122,2019-05,34.7
577,2019-06-01,0,0,0,0,2019-06,0.0
578,2019-06-02,0,0,0,0,2019-06,0.0
579,2019-06-03,25,1,25,233,2019-06,63.00000000000001
580,2019-06-04,0,0,0,0,2019-06,0.0
581,2019-06-05,0,0,0,0,2019-06,0.0
582,2019-06-06,6,2,6,47,2019-06,19.75
583,2019-06-07,0,0,0,0,2019-06,0.0
584,2019-06-08,0,0,0,0,2019-06,0.0
585,2019-06-09,0,0,0,0,2019-06,0.0
586,2019-06-10,0,0,0,0,2019-06,0.0
587,2019-06-11,0,0,0,0,2019-06,0.0
588,2019-06-12,0,0,0,0,2019-06,0.0
589,2019-06-13,0,0,0,0,2019-06,0.0
590,2019-06-14,0,0,0,0,2019-06,0.0
591,2019-06-15,0,0,0,0,2019-06,0.0
592,2019-06-16,52,1,52,665,2019-06,89.83999999999999
593,2019-06-17,59,1,59,61,2019-06,144.77
594,2019-06-18,39,1,39,336,2019-06,125.21000000000002
595,2019-06-19,0,0,0,0,2019-06,0.0
596,2019-06-20,0,0,0,0,2019-06,0.0
597,2019-06-21,0,0,0,0,2019-06,0.0
598,2019-06-22,0,0,0,0,2019-06,0.0
599,2019-06-23,0,0,0,0,2019-06,0.0
600,2019-06-24,0,0,0,0,2019-06,0.0
601,2019-06-25,103,3,99,1244,2019-06,248.66000000000003
602,2019-06-26,0,0,0,0,2019-06,0.0
603,2019-06-27,0,0,0,0,2019-06,0.0
604,2019-06-28,0,0,0,0,2019-06,0.0
605,2019-06-29,0,0,0,0,2019-06,0.0
606,2019-06-30,0,0,0,0,2019-06,0.0
