,date,purchases,unique_invoices,unique_streams,total_views,year_month,revenue
522,2019-04-07,0,0,0,0,2019-04,0.0
523,2019-04-08,1,1,1,2,2019-04,12.75
524,2019-04-09,0,0,0,0,2019-04,0.0
525,2019-04-10,0,0,0,0,2019-04,0.0
526,2019-04-11,32,2,31,241,2019-04,143.16
527,2019-04-12,0,0,0,0,2019-04,0.0
528,2019-04-13,0,0,0,0,2019-04,0.0
529,2019-04-14,31,2,31,265,2019-04,91.69000000000001
530,2019-04-15,2,1,2,2,2019-04,12.25
531,2019-04-16,0,0,0,0,2019-04,0.0
532,2019-04-17,18,1,18,148,2019-04,76.05
533,2019-04-18,45,2,45,255,2019-04,146.05
534,2019-04-19,0,0,0,0,2019-04,0.0
535,2019-04-20,0,0,0,0,2019-04,0.0
536,2019-04-21,0,0,0,0,2019-04,0.0
537,2019-04-22,0,0,0,0,2019-04,0.0
538,2019-04-23,28,1,26,84,2019-04,58.70000000000001
539,2019-04-24,1,1,1,2,2019-04,5.95
540,2019-04-25,8,1,8,64,2019-04,37.85
541,2019-04-26,0,0,0,0,2019-04,0.0
542,2019-04-27,0,0,0,0,2019-04,0.0
543,2019-04-28,0,0,0,0,2019-04,0.0
544,2019-04-29,0,0,0,0,2019-04,0.0
545,2019-04-30,52,6,47,518,2019-04,153.97
546,2019-05-01,0,0,0,0,2019-05,0.0
547,2019-05-02,11,1,11,100,2019-05,38.60000000000001
548,2019-05-03,0,0,0,0,2019-05,0.0
549,2019-05-04,0,0,0,0,2019-05,0.0
550,2019-05-05,63,2,62,642,2019-05,152.95999999999998
551,2019-05-06,28,3,27,266,2019-05,82.82
552,2019-05-07,30,1,30,298,2019-05,57.4
553,2019-05-08,98,2,93,648,2019-05,381.24000000000007
554,2019-05-09,12,1,12,93,2019-05,51.84
555,2019-05-10,53,3,50,445,2019-05,204.94
556,2019-05-11,0,0,0,0,2019-05,0.0
557,2019-05-12,10,1,10,122,2019-05,26.650000000000002
558,2019-05-13,25,3,23,227,2019-05,135.34
559,2019-05-14,45,1,45,433,2019-05,136.61
560,2019-05-15,28,3,26,233,2019-05,160.59
561,2019-05-16,52,2,48,439,2019-05,154.96
562,2019-05-17,16,2,16,124,2019-05,99.75
563,2019-05-18,0,0,0,0,2019-05,0.0
564,2019-05-19,45,2,41,292,2019-05,208.33000000000004
565,2019-05-20,20,1,20,204,2019-05,43.85
566,2019-05-21,13,1,13,112,2019-05,42.72999999999999
567,2019-05-22,62,3,55,560,2019-05,215.97
568,2019-05-23,25,2,25,240,2019-05,94.5
569,2019-05-24,21,1,21,157,2019-05,81.11
570,2019-05-25,0,0,0,0,2019-05,0.0
571,2019-05-26,0,0,0,0,2019-05,0.0
572,2019-05-27,0,0,0,0,2019-05,0.0
573,2019-05-28,19,2,19,153,2019-05,81.46000000000001
574,2019-05-29,0,0,0,0,2019-05,0.0
575,2019-05-30,0,0,0,0,2019-05,0.0
576,2019-05-31,0,0,0,0,2019-05,0.0
577,2019-06-01,0,0,0,0,2019-06,0.0
578,2019-06-02,69,3,66,723,2019-06,246.74
579,2019-06-03,18,1,18,115,2019-06,70.4
580,2019-06-04,0,0,0,0,2019-06,0.0
581,2019-06-05,98,5,59,832,2019-06,217.47
582,2019-06-06,56,2,55,449,2019-06,182.19
583,2019-06-07,3,1,3,38,2019-06,23.1
584,2019-06-08,0,0,0,0,2019-06,0.0
585,2019-06-09,14,1,14,116,2019-06,36.41
586,2019-06-10,97,3,88,800,2019-06,379.27000000000004
587,2019-06-11,0,0,0,0,2019-06,0.0
588,2019-06-12,78,5,73,625,2019-06,266.83
589,2019-06-13,28,1,28,261,2019-06,73.48
590,2019-06-14,24,2,24,221,2019-06,101.19
591,2019-06-15,0,0,0,0,2019-06,0.0
592,2019-06-16,7,1,7,63,2019-06,28.33
593,2019-06-17,22,2,21,207,2019-06,88.09000000000002
594,2019-06-18,12,1,12,108,2019-06,40.85999999999999
595,2019-06-19,34,2,32,312,2019-06,90.12
596,2019-06-20,0,0,0,0,2019-06,0.0
597,2019-06-21,31,1,31,317,2019-06,84.15
598,2019-06-22,0,0,0,0,2019-06,0.0
599,2019-06-23,0,0,0,0,2019-06,0.0
600,2019-06-24,10,1,10,98,2019-06,33.75
601,2019-06-25,8,1,8,84,2019-06,26.62
602,2019-06-26,0,0,0,0,2019-06,0.0
603,2019-06-27,1,1,1,4,2019-06,1.25
604,2019-06-28,26,2,25,252,2019-06,79.75
605,2019-06-29,0,0,0,0,2019-06,0.0
606,2019-06-30,0,0,0,0,2019-06,0.0
